Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Device Memory Read Throughput(bytes/sec),Floating Point Operations(Double Precision),Device Memory Write Throughput(bytes/sec),Device Memory Read Transactions,Floating Point Operations(Single Precision),Device Memory Write Transactions
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__uninitialized_fill::functor<thrust::device_ptr<unsigned long>, unsigned long>, unsigned long>, thrust::cuda_cub::__uninitialized_fill::functor<thrust::device_ptr<unsigned long>, unsigned long>, unsigned long>(thrust::device_ptr<unsigned long>, unsigned long)",1,236832,8,0,0,14000000,0,593029000000,109,0,4389008
"void thrust::cuda_cub::cub::DeviceReduceKernel<thrust::cuda_cub::cub::DeviceReducePolicy<int, int, thrust::maximum<unsigned long>>::Policy600, thrust::detail::normal_iterator<thrust::device_ptr<unsigned long>>, int*, int, thrust::maximum<unsigned long>>(int, unsigned long, thrust::maximum<unsigned long>, thrust::cuda_cub::cub::GridEvenShare<unsigned long>, thrust::cuda_cub::cub::DeviceReducePolicy<int, int, thrust::maximum<unsigned long>>::Policy600)",4,241444,29,44,0,582403000000,0,21077000000,4394318,0,159035
"void _GLOBAL__N__63_tmpxft_00007457_00000000_8_vector_operations_compute_61_cpp1_ii_efda9bfe::multiplyKernel<double>(double*, _GLOBAL__N__63_tmpxft_00007457_00000000_8_vector_operations_compute_61_cpp1_ii_efda9bfe::multiplyKernel<double> const *, _GLOBAL__N__63_tmpxft_00007457_00000000_8_vector_operations_compute_61_cpp1_ii_efda9bfe::multiplyKernel<double>, unsigned long)",20,533904,10,0,0,263360000000,17576000,281704000000,4394057,0,4700120
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, unsigned long, unsigned long, unsigned long, unsigne",28,647263,32,0,0,309994000000,23984914,167395000000,6270261,0,3385925
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, unsigned long, unsigned long, unsigned long, unsigne",28,699726,32,0,0,299440000000,23984914,153069000000,6547724,0,3347108
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",28,771524,77,0,0,259794000000,954601549,163158000000,6263684,67944256,3933788
"void _GLOBAL__N__63_tmpxft_00007457_00000000_8_vector_operations_compute_61_cpp1_ii_efda9bfe::addKernel<double>(double*, _GLOBAL__N__63_tmpxft_00007457_00000000_8_vector_operations_compute_61_cpp1_ii_efda9bfe::addKernel<double> const *, _GLOBAL__N__63_tmpxft_00007457_00000000_8_vector_operations_compute_61_cpp1_ii_efda9bfe::addKernel<double> const , unsigned long)",20,775645,10,0,0,362559000000,17576000,200393000000,8788067,0,4857344
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",28,783009,77,0,0,255930000000,954587715,167023000000,6262397,67944256,4086905
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",28,791209,77,0,0,261812000000,856764507,164451000000,6473409,67944256,4066136
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=1, bool=0, bool=0>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=1, bool=0, bool=0>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",28,837998,44,0,0,157228000000,416215028,278020000000,4117426,30830742,7280646
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=1, bool=0>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=1, bool=0>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",28,839427,49,0,0,160331000000,416215028,272496000000,4205845,30830742,7148161
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, unsigned long, unsigned long, unsigned long, unsigne",28,853278,32,0,0,343470000000,23984914,133912000000,9158632,0,3570777
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=0, bool=1>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=0, bool=1>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",28,1193378,49,0,0,283600000000,416215028,195552000000,10576338,30830742,7292778
"void alsfvm::equation::_GLOBAL__N__62_tmpxft_0000751a_00000000_8_CUDACellComputer_compute_61_cpp1_ii_0e8fb31b::checkObeysConstraintsDevice<alsfvm::equation::euler::Euler<int=3>>(int=3, alsfvm::equation::_GLOBAL__N__62_tmpxft_0000751a_00000000_8_CUDACellComputer_compute_61_cpp1_ii_0e8fb31b::checkObeysConstraintsDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews>, unsigned long, unsigned long*)",4,1669018,26,0,0,421230000000,351520000,96629000000,21970092,35152000,5039935
