Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Device Memory Read Throughput(bytes/sec),Floating Point Operations(Double Precision),Device Memory Write Throughput(bytes/sec),Device Memory Read Transactions,Floating Point Operations(Single Precision),Device Memory Write Transactions
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__uninitialized_fill::functor<thrust::device_ptr<unsigned long>, unsigned long>, unsigned long>, thrust::cuda_cub::__uninitialized_fill::functor<thrust::device_ptr<unsigned long>, unsigned long>, unsigned long>(thrust::device_ptr<unsigned long>, unsigned long)",1,237536,8,0,0,7000000,0,591667000000,53,0,4391949
"void thrust::cuda_cub::cub::DeviceReduceKernel<thrust::cuda_cub::cub::DeviceReducePolicy<int, int, thrust::maximum<unsigned long>>::Policy600, thrust::detail::normal_iterator<thrust::device_ptr<unsigned long>>, int*, int, thrust::maximum<unsigned long>>(int, unsigned long, thrust::maximum<unsigned long>, thrust::cuda_cub::cub::GridEvenShare<unsigned long>, thrust::cuda_cub::cub::DeviceReducePolicy<int, int, thrust::maximum<unsigned long>>::Policy600)",4,240876,29,44,0,583764000000,0,7632000000,4394219,0,57460
"void _GLOBAL__N__63_tmpxft_000042b5_00000000_8_vector_operations_compute_61_cpp1_ii_45889648::multiplyKernel<double>(double*, _GLOBAL__N__63_tmpxft_000042b5_00000000_8_vector_operations_compute_61_cpp1_ii_45889648::multiplyKernel<double> const *, _GLOBAL__N__63_tmpxft_000042b5_00000000_8_vector_operations_compute_61_cpp1_ii_45889648::multiplyKernel<double>, unsigned long)",60,520841,10,0,0,269965000000,17576000,269031000000,4394041,0,4378833
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, unsigned long, unsigned long, unsigned long, unsigne",56,633406,32,0,0,316697000000,23984914,154020000000,6268720,0,3048688
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, unsigned long, unsigned long, unsigned long, unsigne",56,699894,32,0,0,301851000000,23984914,139346000000,6602018,0,3047762
"void _GLOBAL__N__63_tmpxft_000042b5_00000000_8_vector_operations_compute_61_cpp1_ii_45889648::addKernel<double>(double*, _GLOBAL__N__63_tmpxft_000042b5_00000000_8_vector_operations_compute_61_cpp1_ii_45889648::addKernel<double> const *, _GLOBAL__N__63_tmpxft_000042b5_00000000_8_vector_operations_compute_61_cpp1_ii_45889648::addKernel<double> const , unsigned long)",60,761655,10,0,0,369218000000,17576000,184261000000,8788056,0,4385744
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",56,762546,77,0,0,262639000000,946722668,155099000000,6258610,67944256,3695969
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",56,767195,77,0,0,261051000000,946732643,153916000000,6258695,67944256,3690142
"void alsfvm::equation::_GLOBAL__N__62_tmpxft_00003fa3_00000000_8_CUDACellComputer_compute_61_cpp1_ii_40b37ae6::checkObeysConstraintsDevice<alsfvm::equation::euler::Euler<int=3>>(int=3, alsfvm::equation::_GLOBAL__N__62_tmpxft_00003fa3_00000000_8_CUDACellComputer_compute_61_cpp1_ii_40b37ae6::checkObeysConstraintsDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews>, alsfvm::equation::_GLOBAL__N__62_tmpxft_00003fa3_00000000_8_CUDACellComputer_compute_61_cpp1_ii_40b37ae6::checkObeysConstraintsDevice<alsfvm::equation::euler::Euler<int=3>::ConstViewsExtra>, unsigned long, unsigned long*)",4,769180,8,0,0,365608000000,0,182581000000,8788095,0,4388704
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",56,781904,77,0,0,264778000000,853557546,153559000000,6469734,67944256,3752172
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=1, bool=0, bool=0>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=1, bool=0, bool=0>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",56,824731,44,0,0,159347000000,416215028,262845000000,4106852,30830742,6774297
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=1, bool=0>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=1, bool=0>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",56,832223,49,0,0,161283000000,416215028,260328000000,4194513,30830742,6770360
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, unsigned long, unsigned long, unsigned long, unsigne",56,833946,32,0,0,351291000000,23984914,116987000000,9154952,0,3048807
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=0, bool=1>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=0, bool=1>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",56,1195356,49,0,0,282588000000,416215028,181460000000,10556093,30830742,6778466
"void alsfvm::equation::_GLOBAL__N__62_tmpxft_00003fa3_00000000_8_CUDACellComputer_compute_61_cpp1_ii_40b37ae6::computeExtraVariablesDevice<alsfvm::equation::euler::Euler<int=3>>(int=3, alsfvm::equation::_GLOBAL__N__62_tmpxft_00003fa3_00000000_8_CUDACellComputer_compute_61_cpp1_ii_40b37ae6::computeExtraVariablesDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews>, alsfvm::equation::_GLOBAL__N__62_tmpxft_00003fa3_00000000_8_CUDACellComputer_compute_61_cpp1_ii_40b37ae6::computeExtraVariablesDevice<alsfvm::equation::euler::Euler<int=3>::ViewsExtra>, unsigned long)",5,2498598,38,0,0,281375000000,1383060110,224859000000,21970207,140608000,17557333
